state,county,candidate,party,votes
New Hampshire,Eaton,Justin O'Donnell,LIB,6
New Hampshire,Eaton, Write-ins,WRI,0
New Hampshire,Effingham,Corky Messner,REP,467
New Hampshire,Effingham,Jeanne Shaheen,DEM,438
New Hampshire,Effingham,Justin O'Donnell,LIB,17
New Hampshire,Effingham, Write-ins,WRI,0
New Hampshire,Freedom,Jeanne Shaheen,DEM,583
New Hampshire,Freedom,Corky Messner,REP,475
New Hampshire,Freedom,Justin O'Donnell,LIB,21
New Hampshire,Freedom, Write-ins,WRI,0
New Hampshire,Harts Location,Jeanne Shaheen,DEM,21
New Hampshire,Harts Location,Corky Messner,REP,19
New Hampshire,Harts Location,Justin O'Donnell,LIB,2
New Hampshire,Harts Location, Write-ins,WRI,0
New Hampshire,Jackson,Jeanne Shaheen,DEM,577
New Hampshire,Jackson,Corky Messner,REP,205
New Hampshire,Jackson,Justin O'Donnell,LIB,5
New Hampshire,Jackson, Write-ins,WRI,0
New Hampshire,Madison,Jeanne Shaheen,DEM,996
New Hampshire,Madison,Corky Messner,REP,689
New Hampshire,Madison,Justin O'Donnell,LIB,16
New Hampshire,Madison, Write-ins,WRI,0
New Hampshire,Moultonborough,Corky Messner,REP,1899
New Hampshire,Moultonborough,Jeanne Shaheen,DEM,1700
New Hampshire,Moultonborough,Justin O'Donnell,LIB,35
New Hampshire,Moultonborough, Write-ins,WRI,4
New Hampshire,Ossipee,Corky Messner,REP,1321
New Hampshire,Ossipee,Jeanne Shaheen,DEM,1072
New Hampshire,Ossipee,Justin O'Donnell,LIB,58
New Hampshire,Ossipee, Write-ins,WRI,0
New Hampshire,Sandwich,Jeanne Shaheen,DEM,741
New Hampshire,Sandwich,Corky Messner,REP,387
New Hampshire,Sandwich,Justin O'Donnell,LIB,11
New Hampshire,Sandwich, Write-ins,WRI,0
New Hampshire,Tamworth,Jeanne Shaheen,DEM,962
New Hampshire,Tamworth,Corky Messner,REP,752
New Hampshire,Tamworth,Justin O'Donnell,LIB,50
New Hampshire,Tamworth, Write-ins,WRI,0
New Hampshire,Tuftonboro,Corky Messner,REP,940
New Hampshire,Tuftonboro,Jeanne Shaheen,DEM,921
New Hampshire,Tuftonboro,Justin O'Donnell,LIB,23
New Hampshire,Tuftonboro, Write-ins,WRI,0
New Hampshire,Wakefield,Corky Messner,REP,1729
New Hampshire,Wakefield,Jeanne Shaheen,DEM,1420
New Hampshire,Wakefield,Justin O'Donnell,LIB,0
New Hampshire,Wakefield, Write-ins,WRI,0
New Hampshire,Wolfeboro,Jeanne Shaheen,DEM,2424
New Hampshire,Wolfeboro,Corky Messner,REP,2237
New Hampshire,Wolfeboro,Justin O'Donnell,LIB,84
New Hampshire,Wolfeboro, Write-ins,WRI,0
New Hampshire,Alstead,Jeanne Shaheen,DEM,709
New Hampshire,Alstead,Corky Messner,REP,439
New Hampshire,Alstead,Justin O'Donnell,LIB,31
New Hampshire,Alstead, Write-ins,WRI,0
New Hampshire,Chesterfield,Jeanne Shaheen,DEM,1419
New Hampshire,Chesterfield,Corky Messner,REP,861
New Hampshire,Chesterfield,Justin O'Donnell,LIB,48
New Hampshire,Chesterfield, Write-ins,WRI,0
New Hampshire,Dublin,Jeanne Shaheen,DEM,692
New Hampshire,Dublin,Corky Messner,REP,385
New Hampshire,Dublin,Justin O'Donnell,LIB,22
New Hampshire,Dublin, Write-ins,WRI,0
New Hampshire,Fitzwilliam,Jeanne Shaheen,DEM,719
New Hampshire,Fitzwilliam,Corky Messner,REP,596
New Hampshire,Fitzwilliam,Justin O'Donnell,LIB,32
New Hampshire,Fitzwilliam, Write-ins,WRI,0
New Hampshire,Gilsum,Jeanne Shaheen,DEM,272
New Hampshire,Gilsum,Corky Messner,REP,220
New Hampshire,Gilsum,Justin O'Donnell,LIB,14
New Hampshire,Gilsum, Write-ins,WRI,0
New Hampshire,Harrisville,Jeanne Shaheen,DEM,564
New Hampshire,Harrisville,Corky Messner,REP,173
New Hampshire,Harrisville,Justin O'Donnell,LIB,19
New Hampshire,Harrisville, Write-ins,WRI,0
New Hampshire,Hinsdale,Jeanne Shaheen,DEM,1139
New Hampshire,Hinsdale,Corky Messner,REP,667
New Hampshire,Hinsdale,Justin O'Donnell,LIB,51
New Hampshire,Hinsdale, Write-ins,WRI,0
New Hampshire,Jaffrey,Jeanne Shaheen,DEM,1677
New Hampshire,Jaffrey,Corky Messner,REP,1250
New Hampshire,Jaffrey,Justin O'Donnell,LIB,72
New Hampshire,Jaffrey, Write-ins,WRI,0
New Hampshire,Keene,Jeanne Shaheen,DEM,8998
New Hampshire,Keene,Corky Messner,REP,3798
New Hampshire,Keene,Justin O'Donnell,LIB,329
New Hampshire,Keene, Write-ins,WRI,11
New Hampshire,Marlborough,Jeanne Shaheen,DEM,843
New Hampshire,Marlborough,Corky Messner,REP,388
New Hampshire,Marlborough,Justin O'Donnell,LIB,31
New Hampshire,Marlborough, Write-ins,WRI,0
New Hampshire,Marlow,Jeanne Shaheen,DEM,289
New Hampshire,Marlow,Corky Messner,REP,184
New Hampshire,Marlow,Justin O'Donnell,LIB,14
New Hampshire,Marlow, Write-ins,WRI,0
New Hampshire,Nelson,Jeanne Shaheen,DEM,289
New Hampshire,Nelson,Corky Messner,REP,152
New Hampshire,Nelson,Justin O'Donnell,LIB,10
New Hampshire,Nelson, Write-ins,WRI,0
New Hampshire,Richmond,Corky Messner,REP,374
New Hampshire,Richmond,Jeanne Shaheen,DEM,307
New Hampshire,Richmond,Justin O'Donnell,LIB,18
New Hampshire,Richmond, Write-ins,WRI,0
New Hampshire,Rindge,Corky Messner,REP,1987
New Hampshire,Rindge,Jeanne Shaheen,DEM,1508
New Hampshire,Rindge,Justin O'Donnell,LIB,121
New Hampshire,Rindge, Write-ins,WRI,0
New Hampshire,Roxbury,Jeanne Shaheen,DEM,95
New Hampshire,Roxbury,Corky Messner,REP,43
New Hampshire,Roxbury,Justin O'Donnell,LIB,1
New Hampshire,Roxbury, Write-ins,WRI,0
New Hampshire,Stoddard,Jeanne Shaheen,DEM,463
New Hampshire,Stoddard,Corky Messner,REP,396
New Hampshire,Stoddard,Justin O'Donnell,LIB,20
New Hampshire,Stoddard, Write-ins,WRI,0
New Hampshire,Sullivan,Jeanne Shaheen,DEM,235
New Hampshire,Sullivan,Corky Messner,REP,153
New Hampshire,Sullivan,Justin O'Donnell,LIB,14
New Hampshire,Sullivan, Write-ins,WRI,0
New Hampshire,Surry,Jeanne Shaheen,DEM,330
New Hampshire,Surry,Corky Messner,REP,209
New Hampshire,Surry,Justin O'Donnell,LIB,11
New Hampshire,Surry, Write-ins,WRI,0
New Hampshire,Swanzey,Jeanne Shaheen,DEM,2200
New Hampshire,Swanzey,Corky Messner,REP,1539
New Hampshire,Swanzey,Justin O'Donnell,LIB,59
New Hampshire,Swanzey, Write-ins,WRI,0
New Hampshire,Troy,Jeanne Shaheen,DEM,555
New Hampshire,Troy,Corky Messner,REP,497
New Hampshire,Troy,Justin O'Donnell,LIB,38
New Hampshire,Troy, Write-ins,WRI,0
New Hampshire,Walpole,Jeanne Shaheen,DEM,1520
New Hampshire,Walpole,Corky Messner,REP,745
New Hampshire,Walpole,Justin O'Donnell,LIB,69
New Hampshire,Walpole, Write-ins,WRI,0
New Hampshire,Westmoreland,Jeanne Shaheen,DEM,705
New Hampshire,Westmoreland,Corky Messner,REP,387
New Hampshire,Westmoreland,Justin O'Donnell,LIB,23
New Hampshire,Westmoreland, Write-ins,WRI,0
New Hampshire,Winchester,Jeanne Shaheen,DEM,1089
New Hampshire,Winchester,Corky Messner,REP,815
New Hampshire,Winchester,Justin O'Donnell,LIB,68
New Hampshire,Winchester, Write-ins,WRI,0
New Hampshire,Berlin,Jeanne Shaheen,DEM,2430
New Hampshire,Berlin,Corky Messner,REP,1475
New Hampshire,Berlin,Justin O'Donnell,LIB,122
New Hampshire,Berlin, Write-ins,WRI,6
New Hampshire,Carroll,Jeanne Shaheen,DEM,300
New Hampshire,Carroll,Corky Messner,REP,228
New Hampshire,Carroll,Justin O'Donnell,LIB,8
New Hampshire,Carroll, Write-ins,WRI,0
New Hampshire,Clarksville,Corky Messner,REP,93
New Hampshire,Clarksville,Jeanne Shaheen,DEM,80
New Hampshire,Clarksville,Justin O'Donnell,LIB,6
New Hampshire,Clarksville, Write-ins,WRI,0
New Hampshire,Colebrook,Corky Messner,REP,556
New Hampshire,Colebrook,Jeanne Shaheen,DEM,475
New Hampshire,Colebrook,Justin O'Donnell,LIB,19
New Hampshire,Colebrook, Write-ins,WRI,0
New Hampshire,Columbia,Corky Messner,REP,198
New Hampshire,Columbia,Jeanne Shaheen,DEM,148
New Hampshire,Columbia,Justin O'Donnell,LIB,8
New Hampshire,Columbia, Write-ins,WRI,0
New Hampshire,Dalton,Jeanne Shaheen,DEM,265
New Hampshire,Dalton,Corky Messner,REP,258
New Hampshire,Dalton,Justin O'Donnell,LIB,13
New Hampshire,Dalton, Write-ins,WRI,0
New Hampshire,Dixville,Jeanne Shaheen,DEM,4
New Hampshire,Dixville,Corky Messner,REP,1
New Hampshire,Dixville,Justin O'Donnell,LIB,0
New Hampshire,Dixville, Write-ins,WRI,0
New Hampshire,Dummer,Corky Messner,REP,94
New Hampshire,Dummer,Jeanne Shaheen,DEM,82
New Hampshire,Dummer,Justin O'Donnell,LIB,6
New Hampshire,Dummer, Write-ins,WRI,0
New Hampshire,Errol,Corky Messner,REP,131
New Hampshire,Errol,Jeanne Shaheen,DEM,79
New Hampshire,Errol,Justin O'Donnell,LIB,2
New Hampshire,Errol, Write-ins,WRI,0
New Hampshire,Gorham,Jeanne Shaheen,DEM,1002
New Hampshire,Gorham,Corky Messner,REP,614
New Hampshire,Gorham,Justin O'Donnell,LIB,37
New Hampshire,Gorham, Write-ins,WRI,0
New Hampshire,Jefferson,Corky Messner,REP,311
New Hampshire,Jefferson,Jeanne Shaheen,DEM,302
New Hampshire,Jefferson,Justin O'Donnell,LIB,16
New Hampshire,Jefferson, Write-ins,WRI,0
New Hampshire,Lancaster,Jeanne Shaheen,DEM,901
New Hampshire,Lancaster,Corky Messner,REP,767
New Hampshire,Lancaster,Justin O'Donnell,LIB,40
New Hampshire,Lancaster, Write-ins,WRI,5
New Hampshire,Milan,Jeanne Shaheen,DEM,420
New Hampshire,Milan,Corky Messner,REP,364
New Hampshire,Milan,Justin O'Donnell,LIB,11
New Hampshire,Milan, Write-ins,WRI,0
New Hampshire,Millsfield,Corky Messner,REP,15
New Hampshire,Millsfield,Jeanne Shaheen,DEM,7
New Hampshire,Millsfield,Justin O'Donnell,LIB,0
New Hampshire,Millsfield, Write-ins,WRI,0
New Hampshire,Northumberland,Jeanne Shaheen,DEM,526
New Hampshire,Northumberland,Corky Messner,REP,504
New Hampshire,Northumberland,Justin O'Donnell,LIB,15
New Hampshire,Northumberland, Write-ins,WRI,0
New Hampshire,Pittsburg,Corky Messner,REP,340
New Hampshire,Pittsburg,Jeanne Shaheen,DEM,192
New Hampshire,Pittsburg,Justin O'Donnell,LIB,3
New Hampshire,Pittsburg, Write-ins,WRI,0
New Hampshire,Randolph,Jeanne Shaheen,DEM,200
New Hampshire,Randolph,Corky Messner,REP,74
New Hampshire,Randolph,Justin O'Donnell,LIB,1
New Hampshire,Randolph, Write-ins,WRI,0
New Hampshire,Shelburne,Jeanne Shaheen,DEM,137
New Hampshire,Shelburne,Corky Messner,REP,108
New Hampshire,Shelburne,Justin O'Donnell,LIB,4
New Hampshire,Shelburne, Write-ins,WRI,0
New Hampshire,Stark,Corky Messner,REP,148
New Hampshire,Stark,Jeanne Shaheen,DEM,135
New Hampshire,Stark,Justin O'Donnell,LIB,7
New Hampshire,Stark, Write-ins,WRI,0
New Hampshire,Stewartstown,Corky Messner,REP,234
New Hampshire,Stewartstown,Jeanne Shaheen,DEM,155
New Hampshire,Stewartstown,Justin O'Donnell,LIB,7
New Hampshire,Stewartstown, Write-ins,WRI,0
New Hampshire,Stratford,Jeanne Shaheen,DEM,172
New Hampshire,Stratford,Corky Messner,REP,120
New Hampshire,Stratford,Justin O'Donnell,LIB,7
New Hampshire,Stratford, Write-ins,WRI,0
New Hampshire,Wentworth's Location,Corky Messner,REP,14
New Hampshire,Wentworth's Location,Jeanne Shaheen,DEM,4
New Hampshire,Wentworth's Location,Justin O'Donnell,LIB,0
New Hampshire,Wentworth's Location, Write-ins,WRI,0
New Hampshire,Whitefield,Jeanne Shaheen,DEM,731
New Hampshire,Whitefield,Corky Messner,REP,549
New Hampshire,Whitefield,Justin O'Donnell,LIB,30
New Hampshire,Whitefield, Write-ins,WRI,0
New Hampshire,Alexandria,Corky Messner,REP,542
New Hampshire,Alexandria,Jeanne Shaheen,DEM,491
New Hampshire,Alexandria,Justin O'Donnell,LIB,37
New Hampshire,Alexandria, Write-ins,WRI,0
New Hampshire,Ashland,Jeanne Shaheen,DEM,680
New Hampshire,Ashland,Corky Messner,REP,492
New Hampshire,Ashland,Justin O'Donnell,LIB,27
New Hampshire,Ashland, Write-ins,WRI,0
New Hampshire,Bath,Corky Messner,REP,312
New Hampshire,Bath,Jeanne Shaheen,DEM,288
New Hampshire,Bath,Justin O'Donnell,LIB,12
New Hampshire,Bath, Write-ins,WRI,0
New Hampshire,Benton,Corky Messner,REP,119
New Hampshire,Benton,Jeanne Shaheen,DEM,104
New Hampshire,Benton,Justin O'Donnell,LIB,8
New Hampshire,Benton, Write-ins,WRI,0
New Hampshire,Bethlehem,Jeanne Shaheen,DEM,1075
New Hampshire,Bethlehem,Corky Messner,REP,552
New Hampshire,Bethlehem,Justin O'Donnell,LIB,40
New Hampshire,Bethlehem, Write-ins,WRI,0
New Hampshire,Bridgewater,Corky Messner,REP,450
New Hampshire,Bridgewater,Jeanne Shaheen,DEM,399
New Hampshire,Bridgewater,Justin O'Donnell,LIB,11
New Hampshire,Bridgewater, Write-ins,WRI,1
New Hampshire,Bristol,Jeanne Shaheen,DEM,902
New Hampshire,Bristol,Corky Messner,REP,896
New Hampshire,Bristol,Justin O'Donnell,LIB,49
New Hampshire,Bristol, Write-ins,WRI,4
New Hampshire,Campton,Jeanne Shaheen,DEM,1206
New Hampshire,Campton,Corky Messner,REP,870
New Hampshire,Campton,Justin O'Donnell,LIB,41
New Hampshire,Campton, Write-ins,WRI,0
New Hampshire,Canaan,Jeanne Shaheen,DEM,1217
New Hampshire,Canaan,Corky Messner,REP,805
New Hampshire,Canaan,Justin O'Donnell,LIB,37
New Hampshire,Canaan, Write-ins,WRI,0
New Hampshire,Dorchester,Corky Messner,REP,115
New Hampshire,Dorchester,Jeanne Shaheen,DEM,111
New Hampshire,Dorchester,Justin O'Donnell,LIB,7
New Hampshire,Dorchester, Write-ins,WRI,0
New Hampshire,Easton,Jeanne Shaheen,DEM,160
New Hampshire,Easton,Corky Messner,REP,64
New Hampshire,Easton,Justin O'Donnell,LIB,7
New Hampshire,Easton, Write-ins,WRI,0
New Hampshire,Ellsworth,Jeanne Shaheen,DEM,45
New Hampshire,Ellsworth,Corky Messner,REP,27
New Hampshire,Ellsworth,Justin O'Donnell,LIB,4
New Hampshire,Ellsworth, Write-ins,WRI,0
New Hampshire,Enfield,Jeanne Shaheen,DEM,1826
New Hampshire,Enfield,Corky Messner,REP,848
New Hampshire,Enfield,Justin O'Donnell,LIB,67
New Hampshire,Enfield, Write-ins,WRI,0
New Hampshire,Franconia,Jeanne Shaheen,DEM,451
New Hampshire,Franconia,Corky Messner,REP,244
New Hampshire,Franconia,Justin O'Donnell,LIB,17
New Hampshire,Franconia, Write-ins,WRI,0
New Hampshire,Grafton,Corky Messner,REP,373
New Hampshire,Grafton,Jeanne Shaheen,DEM,370
New Hampshire,Grafton,Justin O'Donnell,LIB,32
New Hampshire,Grafton, Write-ins,WRI,0
New Hampshire,Groton,Corky Messner,REP,204
New Hampshire,Groton,Jeanne Shaheen,DEM,158
New Hampshire,Groton,Justin O'Donnell,LIB,7
New Hampshire,Groton, Write-ins,WRI,0
New Hampshire,Hanover,Jeanne Shaheen,DEM,6027
New Hampshire,Hanover,Corky Messner,REP,911
New Hampshire,Hanover,Justin O'Donnell,LIB,87
New Hampshire,Hanover, Write-ins,WRI,0
New Hampshire,Haverhill,Corky Messner,REP,1042
New Hampshire,Haverhill,Jeanne Shaheen,DEM,1021
New Hampshire,Haverhill,Justin O'Donnell,LIB,60
New Hampshire,Haverhill, Write-ins,WRI,0
New Hampshire,Hebron,Jeanne Shaheen,DEM,257
New Hampshire,Hebron,Corky Messner,REP,255
New Hampshire,Hebron,Justin O'Donnell,LIB,10
New Hampshire,Hebron, Write-ins,WRI,0
New Hampshire,Holderness,Jeanne Shaheen,DEM,907
New Hampshire,Holderness,Corky Messner,REP,553
New Hampshire,Holderness,Justin O'Donnell,LIB,23
New Hampshire,Holderness, Write-ins,WRI,0
New Hampshire,Landaff,Jeanne Shaheen,DEM,133
New Hampshire,Landaff,Corky Messner,REP,129
New Hampshire,Landaff,Justin O'Donnell,LIB,7
New Hampshire,Landaff, Write-ins,WRI,0
New Hampshire,Lebanon,Jeanne Shaheen,DEM,5927
New Hampshire,Lebanon,Corky Messner,REP,1905
New Hampshire,Lebanon,Justin O'Donnell,LIB,185
New Hampshire,Lebanon, Write-ins,WRI,0
New Hampshire,Lincoln,Jeanne Shaheen,DEM,531
New Hampshire,Lincoln,Corky Messner,REP,361
New Hampshire,Lincoln,Justin O'Donnell,LIB,20
New Hampshire,Lincoln, Write-ins,WRI,0
New Hampshire,Lisbon,Jeanne Shaheen,DEM,396
New Hampshire,Lisbon,Corky Messner,REP,360
New Hampshire,Lisbon,Justin O'Donnell,LIB,26
New Hampshire,Lisbon, Write-ins,WRI,1
New Hampshire,Littleton,Jeanne Shaheen,DEM,1701
New Hampshire,Littleton,Corky Messner,REP,1333
New Hampshire,Littleton,Justin O'Donnell,LIB,75
New Hampshire,Littleton, Write-ins,WRI,0
New Hampshire,Lyman,Corky Messner,REP,194
New Hampshire,Lyman,Jeanne Shaheen,DEM,176
New Hampshire,Lyman,Justin O'Donnell,LIB,9
New Hampshire,Lyman, Write-ins,WRI,0
New Hampshire,Lyme,Jeanne Shaheen,DEM,1070
New Hampshire,Lyme,Corky Messner,REP,216
New Hampshire,Lyme,Justin O'Donnell,LIB,10
New Hampshire,Lyme, Write-ins,WRI,0
New Hampshire,Monroe,Corky Messner,REP,269
New Hampshire,Monroe,Jeanne Shaheen,DEM,249
New Hampshire,Monroe, Write-ins,WRI,1
New Hampshire,Monroe,Justin O'Donnell,LIB,0
New Hampshire,Orange,Corky Messner,REP,96
New Hampshire,Orange,Jeanne Shaheen,DEM,91
New Hampshire,Orange,Justin O'Donnell,LIB,5
New Hampshire,Orange, Write-ins,WRI,0
New Hampshire,Orford,Jeanne Shaheen,DEM,552
New Hampshire,Orford,Corky Messner,REP,259
New Hampshire,Orford,Justin O'Donnell,LIB,10
New Hampshire,Orford, Write-ins,WRI,0
New Hampshire,Piermont,Jeanne Shaheen,DEM,251
New Hampshire,Piermont,Corky Messner,REP,183
New Hampshire,Piermont,Justin O'Donnell,LIB,7
New Hampshire,Piermont, Write-ins,WRI,0
New Hampshire,Plymouth,Jeanne Shaheen,DEM,2251
New Hampshire,Plymouth,Corky Messner,REP,938
New Hampshire,Plymouth,Justin O'Donnell,LIB,145
New Hampshire,Plymouth, Write-ins,WRI,0
New Hampshire,Rumney,Corky Messner,REP,489
New Hampshire,Rumney,Jeanne Shaheen,DEM,434
New Hampshire,Rumney,Justin O'Donnell,LIB,20
New Hampshire,Rumney, Write-ins,WRI,0
New Hampshire,Sugar Hill,Jeanne Shaheen,DEM,322
New Hampshire,Sugar Hill,Corky Messner,REP,156
New Hampshire,Sugar Hill,Justin O'Donnell,LIB,6
New Hampshire,Sugar Hill, Write-ins,WRI,0
New Hampshire,Thornton,Jeanne Shaheen,DEM,1006
New Hampshire,Thornton,Corky Messner,REP,660
New Hampshire,Thornton,Justin O'Donnell,LIB,47
New Hampshire,Thornton, Write-ins,WRI,0
New Hampshire,Warren,Jeanne Shaheen,DEM,230
New Hampshire,Warren,Corky Messner,REP,215
New Hampshire,Warren,Justin O'Donnell,LIB,23
New Hampshire,Warren, Write-ins,WRI,0
New Hampshire,Waterville,Jeanne Shaheen,DEM,239
New Hampshire,Waterville,Corky Messner,REP,129
New Hampshire,Waterville,Justin O'Donnell,LIB,4
New Hampshire,Waterville, Write-ins,WRI,0
New Hampshire,Wentworth,Corky Messner,REP,327
New Hampshire,Wentworth,Jeanne Shaheen,DEM,265
New Hampshire,Wentworth,Justin O'Donnell,LIB,19
New Hampshire,Wentworth, Write-ins,WRI,0
New Hampshire,Woodstock,Jeanne Shaheen,DEM,524
New Hampshire,Woodstock,Corky Messner,REP,306
New Hampshire,Woodstock,Justin O'Donnell,LIB,15
New Hampshire,Woodstock, Write-ins,WRI,0
New Hampshire,Amherst,Jeanne Shaheen,DEM,4866
New Hampshire,Amherst,Corky Messner,REP,3101
New Hampshire,Amherst,Justin O'Donnell,LIB,147
New Hampshire,Amherst, Write-ins,WRI,0
New Hampshire,Antrim,Jeanne Shaheen,DEM,838
New Hampshire,Antrim,Corky Messner,REP,673
New Hampshire,Antrim,Justin O'Donnell,LIB,52
New Hampshire,Antrim, Write-ins,WRI,0
New Hampshire,Bedford,Jeanne Shaheen,DEM,7856
New Hampshire,Bedford,Corky Messner,REP,6630
New Hampshire,Bedford,Justin O'Donnell,LIB,190
New Hampshire,Bedford, Write-ins,WRI,0
New Hampshire,Bennington,Jeanne Shaheen,DEM,428
New Hampshire,Bennington,Corky Messner,REP,362
New Hampshire,Bennington,Justin O'Donnell,LIB,26
New Hampshire,Bennington, Write-ins,WRI,0
New Hampshire,Brookline,Jeanne Shaheen,DEM,1938
New Hampshire,Brookline,Corky Messner,REP,1572
New Hampshire,Brookline,Justin O'Donnell,LIB,109
New Hampshire,Brookline, Write-ins,WRI,0
New Hampshire,Deering,Corky Messner,REP,602
New Hampshire,Deering,Jeanne Shaheen,DEM,495
New Hampshire,Deering,Justin O'Donnell,LIB,39
New Hampshire,Deering, Write-ins,WRI,0
New Hampshire,Francestown,Jeanne Shaheen,DEM,607
New Hampshire,Francestown,Corky Messner,REP,518
New Hampshire,Francestown,Justin O'Donnell,LIB,21
New Hampshire,Francestown, Write-ins,WRI,0
New Hampshire,Goffstown,Jeanne Shaheen,DEM,5333
New Hampshire,Goffstown,Corky Messner,REP,4574
New Hampshire,Goffstown,Justin O'Donnell,LIB,197
New Hampshire,Goffstown, Write-ins,WRI,0
New Hampshire,Greenfield,Jeanne Shaheen,DEM,550
New Hampshire,Greenfield,Corky Messner,REP,438
New Hampshire,Greenfield,Justin O'Donnell,LIB,19
New Hampshire,Greenfield, Write-ins,WRI,0
New Hampshire,Greenville,Jeanne Shaheen,DEM,526
New Hampshire,Greenville,Corky Messner,REP,483
New Hampshire,Greenville,Justin O'Donnell,LIB,35
New Hampshire,Greenville, Write-ins,WRI,0
New Hampshire,Hancock,Jeanne Shaheen,DEM,383
New Hampshire,Hancock,Corky Messner,REP,371
New Hampshire,Hancock,Justin O'Donnell,LIB,40
New Hampshire,Hancock, Write-ins,WRI,0
New Hampshire,Hillsborough,Jeanne Shaheen,DEM,1585
New Hampshire,Hillsborough,Corky Messner,REP,1520
New Hampshire,Hillsborough,Justin O'Donnell,LIB,132
New Hampshire,Hillsborough, Write-ins,WRI,0
New Hampshire,Hollis,Jeanne Shaheen,DEM,1585
New Hampshire,Hollis,Corky Messner,REP,1529
New Hampshire,Hollis,Justin O'Donnell,LIB,132
New Hampshire,Hollis, Write-ins,WRI,0
New Hampshire,Hudson,Jeanne Shaheen,DEM,7244
New Hampshire,Hudson,Corky Messner,REP,6848
New Hampshire,Hudson,Justin O'Donnell,LIB,305
New Hampshire,Hudson, Write-ins,WRI,1
New Hampshire,Litchfield,Jeanne Shaheen,DEM,2706
New Hampshire,Litchfield,Corky Messner,REP,2512
New Hampshire,Litchfield,Justin O'Donnell,LIB,122
New Hampshire,Litchfield, Write-ins,WRI,0
New Hampshire,Lyndeborough,Jeanne Shaheen,DEM,578
New Hampshire,Lyndeborough,Corky Messner,REP,506
New Hampshire,Lyndeborough,Justin O'Donnell,LIB,37
New Hampshire,Lyndeborough, Write-ins,WRI,0
New Hampshire,Manchester,Jeanne Shaheen,DEM,30991
New Hampshire,Manchester,Corky Messner,REP,19067
New Hampshire,Manchester,Justin O'Donnell,LIB,1512
New Hampshire,Manchester, Write-ins,WRI,0
New Hampshire,Mason,Corky Messner,REP,483
New Hampshire,Mason,Jeanne Shaheen,DEM,407
New Hampshire,Mason,Justin O'Donnell,LIB,45
New Hampshire,Mason, Write-ins,WRI,0
New Hampshire,Merrimack,Jeanne Shaheen,DEM,9229
New Hampshire,Merrimack,Corky Messner,REP,6925
New Hampshire,Merrimack,Justin O'Donnell,LIB,403
New Hampshire,Merrimack, Write-ins,WRI,0
New Hampshire,Milford,Jeanne Shaheen,DEM,5135
New Hampshire,Milford,Corky Messner,REP,3690
New Hampshire,Milford,Justin O'Donnell,LIB,267
New Hampshire,Milford, Write-ins,WRI,0
New Hampshire,Mont Vernon,Jeanne Shaheen,DEM,1030
New Hampshire,Mont Vernon,Corky Messner,REP,700
New Hampshire,Mont Vernon,Justin O'Donnell,LIB,42
New Hampshire,Mont Vernon, Write-ins,WRI,0
New Hampshire,Nashua,Jeanne Shaheen,DEM,27909
New Hampshire,Nashua,Corky Messner,REP,15608
New Hampshire,Nashua,Justin O'Donnell,LIB,1026
New Hampshire,Nashua, Write-ins,WRI,0
New Hampshire,New Boston,Jeanne Shaheen,DEM,1984
New Hampshire,New Boston,Corky Messner,REP,1831
New Hampshire,New Boston,Justin O'Donnell,LIB,83
New Hampshire,New Boston, Write-ins,WRI,1
New Hampshire,New Ipswich,Corky Messner,REP,1986
New Hampshire,New Ipswich,Jeanne Shaheen,DEM,1047
New Hampshire,New Ipswich,Justin O'Donnell,LIB,73
New Hampshire,New Ipswich, Write-ins,WRI,0
New Hampshire,Pelham,Corky Messner,REP,4476
New Hampshire,Pelham,Jeanne Shaheen,DEM,3974
New Hampshire,Pelham,Justin O'Donnell,LIB,232
New Hampshire,Pelham, Write-ins,WRI,0
New Hampshire,Peterborough,Jeanne Shaheen,DEM,3133
New Hampshire,Peterborough,Corky Messner,REP,1163
New Hampshire,Peterborough,Justin O'Donnell,LIB,95
New Hampshire,Peterborough, Write-ins,WRI,0
New Hampshire,Sharon,Jeanne Shaheen,DEM,159
New Hampshire,Sharon,Corky Messner,REP,107
New Hampshire,Sharon,Justin O'Donnell,LIB,5
New Hampshire,Sharon, Write-ins,WRI,0
New Hampshire,Temple,Jeanne Shaheen,DEM,543
New Hampshire,Temple,Corky Messner,REP,395
New Hampshire,Temple,Justin O'Donnell,LIB,17
New Hampshire,Temple, Write-ins,WRI,0
New Hampshire,Weare,Corky Messner,REP,2866
New Hampshire,Weare,Jeanne Shaheen,DEM,2461
New Hampshire,Weare,Justin O'Donnell,LIB,142
New Hampshire,Weare, Write-ins,WRI,5
New Hampshire,Wilton,Jeanne Shaheen,DEM,1374
New Hampshire,Wilton,Corky Messner,REP,1000
New Hampshire,Wilton,Justin O'Donnell,LIB,77
New Hampshire,Wilton, Write-ins,WRI,0
New Hampshire,Windsor,Corky Messner,REP,85
New Hampshire,Windsor,Jeanne Shaheen,DEM,37
New Hampshire,Windsor,Justin O'Donnell,LIB,6
New Hampshire,Windsor, Write-ins,WRI,0
New Hampshire,Allenstown,Jeanne Shaheen,DEM,1172
New Hampshire,Allenstown,Corky Messner,REP,1040
New Hampshire,Allenstown,Justin O'Donnell,LIB,80
New Hampshire,Allenstown, Write-ins,WRI,0
New Hampshire,Andover,Jeanne Shaheen,DEM,896
New Hampshire,Andover,Corky Messner,REP,650
