state,county,candidate,party,votes
Idaho,Boundary County,Jim Risch,REP,4800
Idaho,Boundary County,Paulette Jordan,DEM,1212
Idaho,Boundary County,Natalie Fleming,IND,131
Idaho,Boundary County,Ray Writz,CST,115
Idaho,Butte County,Jim Risch,REP,1120
Idaho,Butte County,Paulette Jordan,DEM,222
Idaho,Butte County,Natalie Fleming,IND,39
Idaho,Butte County,Ray Writz,CST,29
Idaho,Camas County,Jim Risch,REP,488
Idaho,Camas County,Paulette Jordan,DEM,156
Idaho,Camas County,Natalie Fleming,IND,17
Idaho,Camas County,Ray Writz,CST,14
Idaho,Canyon County,Jim Risch,REP,59060
Idaho,Canyon County,Paulette Jordan,DEM,26603
Idaho,Canyon County,Natalie Fleming,IND,2550
Idaho,Canyon County,Ray Writz,CST,1384
Idaho,Caribou County,Jim Risch,REP,2603
Idaho,Caribou County,Paulette Jordan,DEM,442
Idaho,Caribou County,Natalie Fleming,IND,97
Idaho,Caribou County,Ray Writz,CST,54
Idaho,Cassia County,Jim Risch,REP,7564
Idaho,Cassia County,Paulette Jordan,DEM,1508
Idaho,Cassia County,Natalie Fleming,IND,322
Idaho,Cassia County,Ray Writz,CST,192
Idaho,Clark County,Jim Risch,REP,254
Idaho,Clark County,Paulette Jordan,DEM,42
Idaho,Clark County,Natalie Fleming,IND,12
Idaho,Clark County,Ray Writz,CST,3
Idaho,Clearwater County,Jim Risch,REP,3357
Idaho,Clearwater County,Paulette Jordan,DEM,883
Idaho,Clearwater County,Natalie Fleming,IND,104
Idaho,Clearwater County,Ray Writz,CST,35
Idaho,Custer County,Jim Risch,REP,1978
Idaho,Custer County,Paulette Jordan,DEM,593
Idaho,Custer County,Natalie Fleming,IND,74
Idaho,Custer County,Ray Writz,CST,53
Idaho,Elmore County,Jim Risch,REP,6797
Idaho,Elmore County,Paulette Jordan,DEM,2814
Idaho,Elmore County,Natalie Fleming,IND,317
Idaho,Elmore County,Ray Writz,CST,191
Idaho,Franklin County,Jim Risch,REP,5678
Idaho,Franklin County,Paulette Jordan,DEM,585
Idaho,Franklin County,Natalie Fleming,IND,217
Idaho,Franklin County,Ray Writz,CST,134
Idaho,Fremont County,Jim Risch,REP,5391
Idaho,Fremont County,Paulette Jordan,DEM,1001
Idaho,Fremont County,Natalie Fleming,IND,205
Idaho,Fremont County,Ray Writz,CST,109
Idaho,Gem County,Jim Risch,REP,7546
Idaho,Gem County,Paulette Jordan,DEM,1957
Idaho,Gem County,Natalie Fleming,IND,268
Idaho,Gem County,Ray Writz,CST,141
Idaho,Gooding County,Jim Risch,REP,4442
Idaho,Gooding County,Paulette Jordan,DEM,1335
Idaho,Gooding County,Natalie Fleming,IND,186
Idaho,Gooding County,Ray Writz,CST,76
Idaho,Idaho County,Jim Risch,REP,7629
Idaho,Idaho County,Paulette Jordan,DEM,1532
Idaho,Idaho County,Natalie Fleming,IND,214
Idaho,Idaho County,Ray Writz,CST,106
Idaho,Jefferson County,Jim Risch,REP,11702
Idaho,Jefferson County,Paulette Jordan,DEM,1647
Idaho,Jefferson County,Natalie Fleming,IND,481
Idaho,Jefferson County,Ray Writz,CST,236
Idaho,Jerome County,Jim Risch,REP,5450
Idaho,Jerome County,Paulette Jordan,DEM,1978
Idaho,Jerome County,Natalie Fleming,IND,249
Idaho,Jerome County,Ray Writz,CST,111
Idaho,Kootenai County,Jim Risch,REP,61289
Idaho,Kootenai County,Paulette Jordan,DEM,22945
Idaho,Kootenai County,Natalie Fleming,IND,2538
Idaho,Kootenai County,Ray Writz,CST,1183
Idaho,Latah County,Paulette Jordan,DEM,10333
Idaho,Latah County,Jim Risch,REP,9492
Idaho,Latah County,Natalie Fleming,IND,531
Idaho,Latah County,Ray Writz,CST,187
Idaho,Lemhi County,Jim Risch,REP,3497
Idaho,Lemhi County,Paulette Jordan,DEM,1020
Idaho,Lemhi County,Natalie Fleming,IND,141
Idaho,Lemhi County,Ray Writz,CST,44
Idaho,Lewis County,Jim Risch,REP,1420
Idaho,Lewis County,Paulette Jordan,DEM,357
Idaho,Lewis County,Natalie Fleming,IND,38
Idaho,Lewis County,Ray Writz,CST,33
Idaho,Lincoln County,Jim Risch,REP,1371
Idaho,Lincoln County,Paulette Jordan,DEM,470
Idaho,Lincoln County,Natalie Fleming,IND,71
Idaho,Lincoln County,Ray Writz,CST,19
Idaho,Madison County,Jim Risch,REP,13517
Idaho,Madison County,Paulette Jordan,DEM,2288
Idaho,Madison County,Natalie Fleming,IND,783
Idaho,Madison County,Ray Writz,CST,353
Idaho,Minidoka County,Jim Risch,REP,5930
Idaho,Minidoka County,Paulette Jordan,DEM,1587
Idaho,Minidoka County,Natalie Fleming,IND,307
Idaho,Minidoka County,Ray Writz,CST,99
Idaho,Nez Perce County,Jim Risch,REP,13487
Idaho,Nez Perce County,Paulette Jordan,DEM,6510
Idaho,Nez Perce County,Natalie Fleming,IND,684
Idaho,Nez Perce County,Ray Writz,CST,155
Idaho,Oneida County,Jim Risch,REP,2039
Idaho,Oneida County,Paulette Jordan,DEM,253
Idaho,Oneida County,Natalie Fleming,IND,68
Idaho,Oneida County,Ray Writz,CST,54
Idaho,Owyhee County,Jim Risch,REP,3643
Idaho,Owyhee County,Paulette Jordan,DEM,910
Idaho,Owyhee County,Natalie Fleming,IND,106
Idaho,Owyhee County,Ray Writz,CST,66
Idaho,Payette County,Jim Risch,REP,8488
Idaho,Payette County,Paulette Jordan,DEM,2308
Idaho,Payette County,Natalie Fleming,IND,306
Idaho,Payette County,Ray Writz,CST,131
Idaho,Power County,Jim Risch,REP,2053
Idaho,Power County,Paulette Jordan,DEM,876
Idaho,Power County,Natalie Fleming,IND,91
Idaho,Power County,Ray Writz,CST,35
Idaho,Shoshone County,Jim Risch,REP,3904
Idaho,Shoshone County,Paulette Jordan,DEM,1747
Idaho,Shoshone County,Natalie Fleming,IND,181
Idaho,Shoshone County,Ray Writz,CST,97
Idaho,Teton County,Paulette Jordan,DEM,3251
Idaho,Teton County,Jim Risch,REP,2837
Idaho,Teton County,Natalie Fleming,IND,180
Idaho,Teton County,Ray Writz,CST,42
Idaho,Twin Falls County,Jim Risch,REP,24355
Idaho,Twin Falls County,Paulette Jordan,DEM,9776
Idaho,Twin Falls County,Natalie Fleming,IND,1318
Idaho,Twin Falls County,Ray Writz,CST,591
Idaho,Valley County,Jim Risch,REP,3862
Idaho,Valley County,Paulette Jordan,DEM,2984
Idaho,Valley County,Natalie Fleming,IND,155
Idaho,Valley County,Ray Writz,CST,35
Idaho,Washington County,Jim Risch,REP,4050
Idaho,Washington County,Paulette Jordan,DEM,1147
Idaho,Washington County,Natalie Fleming,IND,104
Idaho,Washington County,Ray Writz,CST,50
Illinois,Adams County,Mark Curran,REP,23531
Illinois,Adams County,Dick Durbin,DEM,8777
Illinois,Adams County,Danny Malouf,LIB,389
Illinois,Adams County,Willie Wilson,OTH,239
Illinois,Adams County,David Black,GRN,164
Illinois,Adams County, Write-ins,WRI,13
Illinois,Alexander County,Dick Durbin,DEM,2770
Illinois,Alexander County,Mark Curran,REP,2600
Illinois,Alexander County,Danny Malouf,LIB,61
Illinois,Alexander County,Willie Wilson,OTH,34
Illinois,Alexander County,David Black,GRN,16
Illinois,Alexander County, Write-ins,WRI,0
Illinois,Bond County,Mark Curran,REP,3740
Illinois,Bond County,Dick Durbin,DEM,1971
Illinois,Bond County,Danny Malouf,LIB,113
Illinois,Bond County,Willie Wilson,OTH,49
Illinois,Bond County,David Black,GRN,44
Illinois,Bond County, Write-ins,WRI,0
Illinois,Boone County,Mark Curran,REP,13460
Illinois,Boone County,Dick Durbin,DEM,9939
Illinois,Boone County,Danny Malouf,LIB,400
Illinois,Boone County,Willie Wilson,OTH,319
Illinois,Boone County,David Black,GRN,247
Illinois,Boone County, Write-ins,WRI,0
Illinois,Brown County,Mark Curran,REP,1786
Illinois,Brown County,Dick Durbin,DEM,634
Illinois,Brown County,Danny Malouf,LIB,33
Illinois,Brown County,David Black,GRN,16
Illinois,Brown County,Willie Wilson,OTH,16
Illinois,Brown County, Write-ins,WRI,1
Illinois,Bureau County,Mark Curran,REP,9379
Illinois,Bureau County,Dick Durbin,DEM,6960
Illinois,Bureau County,Willie Wilson,OTH,280
Illinois,Bureau County,Danny Malouf,LIB,254
Illinois,Bureau County,David Black,GRN,121
Illinois,Bureau County, Write-ins,WRI,0
Illinois,Calhoun County,Mark Curran,REP,1693
Illinois,Calhoun County,Dick Durbin,DEM,928
Illinois,Calhoun County,Danny Malouf,LIB,30
Illinois,Calhoun County,David Black,GRN,18
Illinois,Calhoun County,Willie Wilson,OTH,17
Illinois,Calhoun County, Write-ins,WRI,0
Illinois,Carroll County,Mark Curran,REP,4834
Illinois,Carroll County,Dick Durbin,DEM,2827
Illinois,Carroll County,Danny Malouf,LIB,105
Illinois,Carroll County,Willie Wilson,OTH,91
Illinois,Carroll County,David Black,GRN,41
Illinois,Carroll County, Write-ins,WRI,0
Illinois,Cass County,Mark Curran,REP,3259
Illinois,Cass County,Dick Durbin,DEM,1862
Illinois,Cass County,Danny Malouf,LIB,47
Illinois,Cass County,David Black,GRN,34
Illinois,Cass County,Willie Wilson,OTH,28
Illinois,Cass County, Write-ins,WRI,1
Illinois,Champaign County,Dick Durbin,DEM,53462
Illinois,Champaign County,Mark Curran,REP,34712
Illinois,Champaign County,Danny Malouf,LIB,1484
Illinois,Champaign County,Willie Wilson,OTH,1442
Illinois,Champaign County,David Black,GRN,1180
Illinois,Champaign County, Write-ins,WRI,53
Illinois,Christian County,Mark Curran,REP,10461
Illinois,Christian County,Dick Durbin,DEM,4825
Illinois,Christian County,Willie Wilson,OTH,228
Illinois,Christian County,Danny Malouf,LIB,217
Illinois,Christian County,David Black,GRN,135
Illinois,Christian County, Write-ins,WRI,0
Illinois,Clark County,Mark Curran,REP,5928
Illinois,Clark County,Dick Durbin,DEM,2079
Illinois,Clark County,Danny Malouf,LIB,107
Illinois,Clark County,Willie Wilson,OTH,68
Illinois,Clark County,David Black,GRN,51
Illinois,Clark County, Write-ins,WRI,0
Illinois,Clay County,Mark Curran,REP,5251
Illinois,Clay County,Dick Durbin,DEM,1295
Illinois,Clay County,Danny Malouf,LIB,78
Illinois,Clay County,David Black,GRN,38
Illinois,Clay County,Willie Wilson,OTH,37
Illinois,Clay County, Write-ins,WRI,7
Illinois,Clinton County,Mark Curran,REP,13126
Illinois,Clinton County,Dick Durbin,DEM,5299
Illinois,Clinton County,Danny Malouf,LIB,275
Illinois,Clinton County,Willie Wilson,OTH,114
Illinois,Clinton County,David Black,GRN,106
Illinois,Clinton County, Write-ins,WRI,11
Illinois,Coles County,Mark Curran,REP,12006
Illinois,Coles County,Dick Durbin,DEM,7735
Illinois,Coles County,Danny Malouf,LIB,287
Illinois,Coles County,Willie Wilson,OTH,238
Illinois,Coles County,David Black,GRN,223
Illinois,Coles County, Write-ins,WRI,0
Illinois,Cook County,Dick Durbin,DEM,1282094
Illinois,Cook County,Mark Curran,REP,430551
Illinois,Cook County,Willie Wilson,OTH,148966
Illinois,Cook County,David Black,GRN,19531
Illinois,Cook County,Danny Malouf,LIB,18440
Illinois,Cook County, Write-ins,WRI,0
Illinois,Crawford County,Mark Curran,REP,6666
Illinois,Crawford County,Dick Durbin,DEM,2380
Illinois,Crawford County,Danny Malouf,LIB,122
Illinois,Crawford County,Willie Wilson,OTH,77
Illinois,Crawford County,David Black,GRN,50
Illinois,Crawford County, Write-ins,WRI,4
Illinois,Cumberland County,Mark Curran,REP,4242
Illinois,Cumberland County,Dick Durbin,DEM,1356
Illinois,Cumberland County,Danny Malouf,LIB,77
Illinois,Cumberland County,Willie Wilson,OTH,56
Illinois,Cumberland County,David Black,GRN,36
Illinois,Cumberland County, Write-ins,WRI,5
Illinois,DeKalb County,Dick Durbin,DEM,23284
Illinois,DeKalb County,Mark Curran,REP,21097
Illinois,DeKalb County,Willie Wilson,OTH,1340
Illinois,DeKalb County,Danny Malouf,LIB,898
Illinois,DeKalb County,David Black,GRN,590
Illinois,DeKalb County, Write-ins,WRI,165
Illinois,De Witt County,Mark Curran,REP,5129
Illinois,De Witt County,Dick Durbin,DEM,2434
Illinois,De Witt County,Danny Malouf,LIB,169
Illinois,De Witt County,Willie Wilson,OTH,70
Illinois,De Witt County,David Black,GRN,68
Illinois,De Witt County, Write-ins,WRI,0
Illinois,Douglas County,Mark Curran,REP,5859
Illinois,Douglas County,Dick Durbin,DEM,2488
Illinois,Douglas County,Danny Malouf,LIB,112
Illinois,Douglas County,David Black,GRN,82
Illinois,Douglas County,Willie Wilson,OTH,76
Illinois,Douglas County, Write-ins,WRI,17
Illinois,DuPage County,Dick Durbin,DEM,254447
Illinois,DuPage County,Mark Curran,REP,190858
Illinois,DuPage County,Willie Wilson,OTH,11783
Illinois,DuPage County,Danny Malouf,LIB,5401
Illinois,DuPage County,David Black,GRN,3848
Illinois,DuPage County, Write-ins,WRI,0
Illinois,Edgar County,Mark Curran,REP,5546
Illinois,Edgar County,Dick Durbin,DEM,2226
Illinois,Edgar County,Danny Malouf,LIB,100
Illinois,Edgar County,Willie Wilson,OTH,73
Illinois,Edgar County,David Black,GRN,69
Illinois,Edgar County, Write-ins,WRI,0
Illinois,Edwards County,Mark Curran,REP,2658
Illinois,Edwards County,Dick Durbin,DEM,556
Illinois,Edwards County,Danny Malouf,LIB,30
Illinois,Edwards County,Willie Wilson,OTH,19
Illinois,Edwards County,David Black,GRN,9
Illinois,Edwards County, Write-ins,WRI,2
Illinois,Effingham County,Mark Curran,REP,14250
Illinois,Effingham County,Dick Durbin,DEM,4108
Illinois,Effingham County,Danny Malouf,LIB,213
Illinois,Effingham County,Willie Wilson,OTH,116
Illinois,Effingham County,David Black,GRN,84
Illinois,Effingham County, Write-ins,WRI,12
Illinois,Fayette County,Mark Curran,REP,7563
Illinois,Fayette County,Dick Durbin,DEM,2100
Illinois,Fayette County,Danny Malouf,LIB,117
Illinois,Fayette County,David Black,GRN,65
Illinois,Fayette County,Willie Wilson,OTH,44
Illinois,Fayette County, Write-ins,WRI,5
Illinois,Ford County,Mark Curran,REP,4783
Illinois,Ford County,Dick Durbin,DEM,1703
Illinois,Ford County,Willie Wilson,OTH,90
Illinois,Ford County,Danny Malouf,LIB,86
Illinois,Ford County,David Black,GRN,59
Illinois,Ford County, Write-ins,WRI,3
Illinois,Franklin County,Mark Curran,REP,12025
Illinois,Franklin County,Dick Durbin,DEM,5733
Illinois,Franklin County,Danny Malouf,LIB,180
Illinois,Franklin County,David Black,GRN,123
Illinois,Franklin County,Willie Wilson,OTH,106
Illinois,Franklin County, Write-ins,WRI,9
Illinois,Fulton County,Mark Curran,REP,8738
Illinois,Fulton County,Dick Durbin,DEM,6973
Illinois,Fulton County,Danny Malouf,LIB,251
Illinois,Fulton County,Willie Wilson,OTH,152
Illinois,Fulton County,David Black,GRN,150
Illinois,Fulton County, Write-ins,WRI,15
Illinois,Gallatin County,Mark Curran,REP,1642
Illinois,Gallatin County,Dick Durbin,DEM,828
Illinois,Gallatin County,Willie Wilson,OTH,29
Illinois,Gallatin County,Danny Malouf,LIB,23
Illinois,Gallatin County,David Black,GRN,16
Illinois,Gallatin County, Write-ins,WRI,0
Illinois,Greene County,Mark Curran,REP,4166
Illinois,Greene County,Dick Durbin,DEM,1702
Illinois,Greene County,Danny Malouf,LIB,68
Illinois,Greene County,David Black,GRN,65
Illinois,Greene County,Willie Wilson,OTH,49
Illinois,Greene County, Write-ins,WRI,0
Illinois,Grundy County,Mark Curran,REP,14864
Illinois,Grundy County,Dick Durbin,DEM,9586
Illinois,Grundy County,Willie Wilson,OTH,878
Illinois,Grundy County,Danny Malouf,LIB,374
Illinois,Grundy County,David Black,GRN,251
Illinois,Grundy County, Write-ins,WRI,13
Illinois,Hamilton County,Mark Curran,REP,2928
Illinois,Hamilton County,Dick Durbin,DEM,1108
Illinois,Hamilton County,Danny Malouf,LIB,56
Illinois,Hamilton County,David Black,GRN,33
Illinois,Hamilton County,Willie Wilson,OTH,26
Illinois,Hamilton County, Write-ins,WRI,0
Illinois,Hancock County,Mark Curran,REP,4953
Illinois,Hancock County,Dick Durbin,DEM,1311
Illinois,Hancock County,Danny Malouf,LIB,98
Illinois,Hancock County,David Black,GRN,38
Illinois,Hancock County,Willie Wilson,OTH,31
Illinois,Hancock County, Write-ins,WRI,4
Illinois,Hardin County,Dick Durbin,DEM,0
Illinois,Hardin County,Mark Curran,REP,0
Illinois,Hardin County,David Black,GRN,0
Illinois,Hardin County,Danny Malouf,LIB,0
Illinois,Hardin County,Willie Wilson,OTH,0
Illinois,Hardin County, Write-ins,WRI,0
Illinois,Henderson County,Mark Curran,REP,2175
Illinois,Henderson County,Dick Durbin,DEM,1298
Illinois,Henderson County,Danny Malouf,LIB,41
Illinois,Henderson County,Willie Wilson,OTH,28
Illinois,Henderson County,David Black,GRN,20
Illinois,Henderson County, Write-ins,WRI,1
Illinois,Henry County,Mark Curran,REP,14524
Illinois,Henry County,Dick Durbin,DEM,9971
Illinois,Henry County,Danny Malouf,LIB,348
Illinois,Henry County,Willie Wilson,OTH,211
Illinois,Henry County,David Black,GRN,147
Illinois,Henry County, Write-ins,WRI,15
Illinois,Iroquois County,Mark Curran,REP,10231
Illinois,Iroquois County,Dick Durbin,DEM,3062
Illinois,Iroquois County,Willie Wilson,OTH,274
Illinois,Iroquois County,Danny Malouf,LIB,152
Illinois,Iroquois County,David Black,GRN,104
Illinois,Iroquois County, Write-ins,WRI,6
Illinois,Jackson County,Dick Durbin,DEM,11263
Illinois,Jackson County,Mark Curran,REP,10234
Illinois,Jackson County,David Black,GRN,365
Illinois,Jackson County,Danny Malouf,LIB,292
Illinois,Jackson County,Willie Wilson,OTH,141
Illinois,Jackson County, Write-ins,WRI,14
Illinois,Jasper County,Mark Curran,REP,4154
Illinois,Jasper County,Dick Durbin,DEM,1180
Illinois,Jasper County,Danny Malouf,LIB,56
Illinois,Jasper County,David Black,GRN,29
Illinois,Jasper County,Willie Wilson,OTH,26
Illinois,Jasper County, Write-ins,WRI,1
Illinois,Jefferson County,Mark Curran,REP,11385
Illinois,Jefferson County,Dick Durbin,DEM,5090
Illinois,Jefferson County,Danny Malouf,LIB,230
Illinois,Jefferson County,David Black,GRN,141
Illinois,Jefferson County,Willie Wilson,OTH,110
Illinois,Jefferson County, Write-ins,WRI,7
Illinois,Jersey County,Mark Curran,REP,7839
Illinois,Jersey County,Dick Durbin,DEM,3473
Illinois,Jersey County,Danny Malouf,LIB,169
Illinois,Jersey County,Willie Wilson,OTH,85
Illinois,Jersey County,David Black,GRN,61
Illinois,Jersey County, Write-ins,WRI,5
Illinois,Jo Daviess County,Mark Curran,REP,6851
Illinois,Jo Daviess County,Dick Durbin,DEM,5051
Illinois,Jo Daviess County,Danny Malouf,LIB,149
Illinois,Jo Daviess County,David Black,GRN,108
Illinois,Jo Daviess County,Willie Wilson,OTH,94
Illinois,Jo Daviess County, Write-ins,WRI,0
Illinois,Johnson County,Mark Curran,REP,4621
Illinois,Johnson County,Dick Durbin,DEM,1556
Illinois,Johnson County,David Black,GRN,50
Illinois,Johnson County,Danny Malouf,LIB,49
Illinois,Johnson County,Willie Wilson,OTH,49
Illinois,Johnson County, Write-ins,WRI,2
Illinois,Kane County,Dick Durbin,DEM,122537
Illinois,Kane County,Mark Curran,REP,96228
Illinois,Kane County,Willie Wilson,OTH,6167
Illinois,Kane County,Danny Malouf,LIB,2999
Illinois,Kane County,David Black,GRN,1939
Illinois,Kane County, Write-ins,WRI,0
Illinois,Kankakee County,Mark Curran,REP,26374
Illinois,Kankakee County,Dick Durbin,DEM,19608
Illinois,Kankakee County,Willie Wilson,OTH,1845
Illinois,Kankakee County,Danny Malouf,LIB,950
Illinois,Kankakee County,David Black,GRN,357
Illinois,Kankakee County, Write-ins,WRI,14
Illinois,Kendall County,Dick Durbin,DEM,29436
Illinois,Kendall County,Mark Curran,REP,27759
Illinois,Kendall County,Willie Wilson,OTH,1931
Illinois,Kendall County,Danny Malouf,LIB,853
Illinois,Kendall County,David Black,GRN,545
Illinois,Kendall County, Write-ins,WRI,28
Illinois,Knox County,Mark Curran,REP,11165
Illinois,Knox County,Dick Durbin,DEM,10546
Illinois,Knox County,Danny Malouf,LIB,288
Illinois,Knox County,David Black,GRN,197
Illinois,Knox County,Willie Wilson,OTH,164
Illinois,Lake County,Dick Durbin,DEM,158743
Illinois,Lake County,Mark Curran,REP,118753
Illinois,Lake County,Willie Wilson,OTH,6564
Illinois,Lake County,Danny Malouf,LIB,3105
Illinois,Lake County,David Black,GRN,1952
Illinois,Lake County, Write-ins,WRI,0
Illinois,LaSalle County,Mark Curran,REP,26827
Illinois,LaSalle County,Dick Durbin,DEM,21910
Illinois,LaSalle County,Willie Wilson,OTH,1406
Illinois,LaSalle County,Danny Malouf,LIB,704
Illinois,LaSalle County,David Black,GRN,378
Illinois,LaSalle County, Write-ins,WRI,25
Illinois,Lawrence County,Mark Curran,REP,4471
Illinois,Lawrence County,Dick Durbin,DEM,1561
Illinois,Lawrence County,Danny Malouf,LIB,92
Illinois,Lawrence County,Willie Wilson,OTH,48
Illinois,Lawrence County,David Black,GRN,39
Illinois,Lawrence County, Write-ins,WRI,6
Illinois,Lee County,Mark Curran,REP,9142
Illinois,Lee County,Dick Durbin,DEM,6408
Illinois,Lee County,Willie Wilson,OTH,213
Illinois,Lee County,Danny Malouf,LIB,207
Illinois,Lee County,David Black,GRN,141
Illinois,Lee County, Write-ins,WRI,6
Illinois,Livingston County,Mark Curran,REP,11200
Illinois,Livingston County,Dick Durbin,DEM,4911
Illinois,Livingston County,Willie Wilson,OTH,305
Illinois,Livingston County,Danny Malouf,LIB,262
Illinois,Livingston County,David Black,GRN,132
Illinois,Livingston County, Write-ins,WRI,0
Illinois,Logan County,Mark Curran,REP,8261
Illinois,Logan County,Dick Durbin,DEM,4296
Illinois,Logan County,Danny Malouf,LIB,197
Illinois,Logan County,Willie Wilson,OTH,116
Illinois,Logan County,David Black,GRN,101
Illinois,Logan County, Write-ins,WRI,0
Illinois,McDonough County,Mark Curran,REP,6658
Illinois,McDonough County,Dick Durbin,DEM,5072
Illinois,McDonough County,Danny Malouf,LIB,188
Illinois,McDonough County,David Black,GRN,107
Illinois,McDonough County,Willie Wilson,OTH,87
Illinois,McDonough County, Write-ins,WRI,0
Illinois,McHenry County,Mark Curran,REP,77412
Illinois,McHenry County,Dick Durbin,DEM,69762
Illinois,McHenry County,Willie Wilson,OTH,3365
Illinois,McHenry County,Danny Malouf,LIB,3306
Illinois,McHenry County,David Black,GRN,1282
Illinois,McHenry County, Write-ins,WRI,109
Illinois,McLean County,Dick Durbin,DEM,41356
Illinois,McLean County,Mark Curran,REP,40854
Illinois,McLean County,Danny Malouf,LIB,2112
Illinois,McLean County,David Black,GRN,969
Illinois,McLean County,Willie Wilson,OTH,847
Illinois,Macon County,Mark Curran,REP,26874
Illinois,Macon County,Dick Durbin,DEM,19903
Illinois,Macon County,Danny Malouf,LIB,728
Illinois,Macon County,Willie Wilson,OTH,590
